id,docket_number,company_name,date_issued,year,administration,categories,violation_type,complaint_counts,legal_authority,commissioners,ftc_url,source_filename,num_provisions,num_requirements,order_duration_years,takeaway_brief,statutory_topics,practice_areas,industry_sectors,remedy_types,provision_counts_by_topic
05.13_cbr_systems,C-4400,"CBR Systems, Inc.",2013-05-15,2013,Obama,Data Security; Privacy / Deceptive Privacy Practices; Health Data,deceptive,Deceptive Data Security Practices,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3120-cbr-systems-inc-matter,"05.13, CBR Systems.json",8,22,20.0,CBR Systems falsely claimed to handle consumers' sensitive health and financial data securely while failing to implement basic data protection measures.,Section 5 Only,Data Security,Healthcare,Prohibition; Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 8}"
05.13_filiquarian_publishing_choice_level_and_joshua_linsk,C-4401,"Filiquarian Publishing, LLC",2013-05-15,2013,Obama,Fair Credit Reporting (FCRA),both,Failure to Maintain Permissible Purpose Procedures (Section 604(a)); Failure to Limit Furnishing to Permissible Purposes (Section 607(a)); Failure to Ensure Maximum Possible Accuracy (Section 607(b)); Failure to Provide Required Notices (Section 607(d)); Unfair and Deceptive Acts or Practices (Section 5(a) FTC Act),"Section 5 of the Federal Trade Commission Act, 15 U.S.C. § 45(a), and the Fair Credit Reporting Act, 15 U.S.C. § 1681 et seq.","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3195-filiquarian-publishing-llc-choice-level-llc-joshua-linsk-matter,"05.13, Filiquarian Publishing; Choice Level; and Joshua Linsk.json",6,16,20.0,Filiquarian marketed mobile apps for employment background checks while operating as a consumer reporting agency without implementing any required FCRA procedures.,FCRA,Financial Practices,Technology,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""FCRA"": 6}"
07.13_htc_america,C-4406,"HTC America, Inc.",2013-07-15,2013,Obama,Data Security; Privacy / Deceptive Privacy Practices; Location / Geolocation Data,both,Unfair Security Practices; Deceptive Android User Manuals; Deceptive Tell HTC User Interface,"Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3049-htc-america-inc-matter,"07.13, HTC America.json",9,28,20.0,"HTC introduced serious security vulnerabilities into millions of Android and Windows Mobile devices, exposing sensitive user data to third-party apps without permission.",Section 5 Only,Data Security,Technology,Prohibition; Comprehensive Security Program; Consumer Notification; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 9}"
08.13_certegy_check_services,C-4701,"Certegy Check Services, Inc.",2013-08-15,2013,Obama,Fair Credit Reporting (FCRA),both,Accuracy of Consumer Report Information; Reinvestigations of Disputed Information; Consumer File Disclosures and Streamlined Process; Written Policies (Furnishers),"Sections 5(a), 5(m)(1)(A), 13(b), 16(a)(1), and 19 of the Federal Trade Commission Act, 15 U.S.C. §§ 45(a), 45(m)(1)(A), 53(b), 56(a)(1), and 57b; and section 621(a) of the Fair Credit Reporting Act, 15 U.S.C. § 1681s(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3184-certegy-check-services-inc,"08.13, Certegy Check Services.json",8,29,10.0,"Certegy Check Services failed to maintain accurate consumer report information, required consumers to conduct their own reinvestigations, and lacked adequate dispute handling processes.",FCRA,Financial Practices,Financial Services,Monetary Penalty; Consumer Redress; Prohibition; Order Administration; Compliance Monitoring; Recordkeeping,"{""FCRA"": 8}"
12.13_time_warner_cable,1:13-cv-08998-AJN,Time Warner Cable Inc.,2013-12-15,2013,Obama,Fair Credit Reporting (FCRA); Telemarketing / Do-Not-Call,unfair,Violation of the Risk-Based Pricing Rule,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 615 of the Fair Credit Reporting Act, 15 U.S.C. § 1681m; and the Risk-Based Pricing Rule, 16 C.F.R. § 640.1 et seq.",,https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3149-time-warner-cable-inc,"12.13, Time Warner Cable.json",0,0,,Time Warner Cable required consumers with weaker credit to pay deposits without providing the required risk-based pricing notices before they became contractually obligated.,FCRA,Financial Practices,Telecom,,"{""FCRA"": 0}"
01.14_telecheck_services,14cv00062,"TeleCheck Services, Inc.",2014-01-15,2014,Obama,Fair Credit Reporting (FCRA),both,Reinvestigations of Disputed Information; Accuracy of Consumer Report Information; Requirements of Furnishers: Written Policies,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 621(a) of the Fair Credit Reporting Act, 15 U.S.C. § 1681s(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3183-telecheck-services-inc,"01.14, TeleCheck Services.json",9,24,,"TeleCheck failed to properly reinvestigate disputed consumer information and did not maintain reasonable accuracy procedures, while its affiliate TRS lacked required written data furnisher policies.",FCRA,Financial Practices,Financial Services,Monetary Penalty; Consumer Redress; Prohibition; Order Administration; Compliance Monitoring; Recordkeeping,"{""FCRA"": 9}"
02.14_accretive_health,C-4432,"Accretive Health, Inc.",2014-02-15,2014,Obama,Data Security; Privacy / Deceptive Privacy Practices; Health Data,unfair,Unfair Data Security Practices,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3077-accretive-health-inc-matter,"02.14, Accretive Health.json",7,23,20.0,"Accretive Health failed to implement reasonable data security measures to protect sensitive patient information, resulting in a laptop theft that exposed over 23,000 patients' data.",Section 5 Only,Data Security,Healthcare,Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 7}"
02.14_trendnet,C-4426,"TRENDnet, Inc.",2014-02-15,2014,Obama,Other,deceptive,Security Misrepresentation; Security Settings Misrepresentation; Unfair Practice - Inadequate Security,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3090-trendnet-inc-matter,"02.14, TRENDnet.json",9,37,20.0,TRENDnet sold 'SecurView' cameras that transmitted login credentials in clear text and left live feeds of private areas exposed to hackers due to software security failures.,Section 5 Only,Data Security,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Consumer Notification; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 9}"
03.14_aaron_s,C-4442,"Aaron's, Inc.",2014-03-15,2014,Obama,Privacy / Deceptive Privacy Practices; Health Data,deceptive,Unfair Acts or Practices,"Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright",https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3256-aarons-inc-matter,"03.14, Aaron’s.json",11,26,20.0,"Aaron's provided its franchisees with spyware that secretly logged keystrokes, captured screenshots, and activated webcams on rented computers without consumers' knowledge or consent.",Section 5 Only,Surveillance,Retail,Prohibition; Data Deletion; Compliance Monitoring; Order Administration; Recordkeeping,"{""Section 5 Only"": 11}"
04.14_goldenshores_technologies_and_erik_m._geidl,C-4446,"Goldenshores Technologies, LLC",2014-04-15,2014,Obama,Location / Geolocation Data,deceptive,Failure to Disclose Data Sharing with Third Parties; False Choice to Refuse Data Collection,Federal Trade Commission Act,"Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright",https://www.ftc.gov/legal-library/browse/cases-proceedings/132-3087-goldenshores-technologies-llc-erik-m-geidl-matter,"04.14, Goldenshores Technologies, and Erik M. Geidl.json",9,20,20.0,Goldenshores Technologies' Brightest Flashlight Free app secretly transmitted users' precise geolocation and device identifiers to advertising networks without adequate disclosure.,Section 5 Only,Privacy,Technology,Prohibition; Data Deletion; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 9}"
04.14_infotrack_information_services,14-cv-2054,"InfoTrack Information Services, Inc.",2014-04-15,2014,Obama,Fair Credit Reporting (FCRA),both,Failure to Ensure Maximum Possible Accuracy; Failure to Provide Required Notices; Failure to Comply with Public Record Reporting Requirements,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Fair Credit Reporting Act sections 607(b), 609(a), 611(a)(1)(A), 611(a)(6), and 613(a)(1), 15 U.S.C. §§ 1681e, 1681g, 1681i, and 1681k",,https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3092-infotrack-information-services-inc-et-al,"04.14, Infotrack Information Services.json",10,26,20.0,InfoTrack provided inaccurate background check reports with unreliable sex offender data and failed to provide legally required FCRA notices.,FCRA,Financial Practices,Technology,Prohibition; Monetary Penalty; Consumer Notification; Order Administration; Compliance Monitoring; Recordkeeping,"{""FCRA"": 10}"
04.14_instant_checkmate,14CV0675H JMA,"Instant Checkmate, Inc.",2014-04-15,2014,Obama,Fair Credit Reporting (FCRA),both,Failure to Maintain Reasonable Procedures to Limit Report Furnishing; Failure to Follow Reasonable Procedures to Assure Maximum Accuracy; Failure to Provide Notice to Users of Their FCRA Responsibilities; Furnishing Consumer Reports Without Permissible Purpose,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 621(a) of the Fair Credit Reporting Act, 15 U.S.C. § 1681s(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/122-3221-instant-checkmate-inc,"04.14, Instant Checkmate.json",10,28,3.0,Instant Checkmate marketed background reports for employment screening purposes while failing to comply with any Fair Credit Reporting Act requirements.,FCRA,Financial Practices,Technology,Prohibition; Monetary Penalty; Order Administration; Compliance Monitoring; Recordkeeping,"{""FCRA"": 10}"
05.14_foru_international_corporation,C-4456 and C-4457,"GeneLink, Inc.",2014-05-15,2014,Obama,Data Security; Privacy / Deceptive Privacy Practices,deceptive,False Claims About Genetic Disadvantage Mitigation; Lack of Substantiation for Custom Supplement Efficacy Claims; Lack of Substantiation for Disease Treatment Claims; False Claims About Skin Repair Serum Efficacy; Providing Means and Instrumentalities for Deception; False Data Security Representations; Unfair Data Security Practices,"Section 5 of the Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3095-genelink-inc-matter,"05.14, foru™ International Corporation.json",14,39,20.0,"GeneLink and foruTM made unsubstantiated claims that their DNA-based supplements could treat diseases and mitigate genetic disadvantages, while failing to secure consumers' genetic data.",Section 5 Only,Data Security; Other,Healthcare; Retail,Prohibition; Order Administration; Other; Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Compliance Monitoring,"{""Section 5 Only"": 14}"
05.14_genelink,C-4456,"GeneLink, Inc.",2014-05-15,2014,Obama,Data Security; Privacy / Deceptive Privacy Practices,deceptive,False Claims About Scientific Proof for Genetic Disadvantage Mitigation; Lack of Substantiation for Custom Supplement Efficacy Claims; Lack of Substantiation for Disease Treatment Claims; False Claims About Skin Repair Serum Efficacy; False Data Security Representations; Unfair Data Security Practices,"Federal Trade Commission Act, 15 U.S.C. § 45 et seq.","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/112-3095-genelink-inc-matter,"05.14, Genelink.json",14,42,20.0,"GeneLink made false and unsubstantiated claims that its DNA-based supplements could treat diseases while failing to protect nearly 30,000 consumers' genetic and financial data.",Section 5 Only,Data Security; Other,Healthcare; Retail,Prohibition; Order Administration; Other; Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Compliance Monitoring,"{""Section 5 Only"": 14}"
06.14_american_apparel,C-4459,"American Apparel, Inc.",2014-06-15,2014,Obama,Privacy / Deceptive Privacy Practices,deceptive,False Safe Harbor Certification Claims,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3036-american-apparel-inc-matter,"06.14, American Apparel.json",6,13,20.0,American Apparel falsely claimed active Safe Harbor certification for roughly six months after its certification had lapsed.,Section 5 Only,Privacy,Retail,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
06.14_apperian,C-4461,"Apperian, Inc.",2014-06-15,2014,Obama,Other,deceptive,False Safe Harbor Participation Claims,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3017-apperian-inc-matter,"06.14, Apperian.json",6,12,20.0,Apperian displayed the Safe Harbor certification mark and claimed compliance for over a year after its certification status had lapsed.,Section 5 Only,Privacy,Technology,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
06.14_atlanta_falcons_football_club,C-4462,"Atlanta Falcons Football Club, LLC",2014-06-15,2014,Obama,Privacy / Deceptive Privacy Practices,deceptive,False Safe Harbor Certification Claim,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3018-atlanta-falcons-football-club-llc-matter,"06.14, Atlanta Falcons Football Club.json",6,10,20.0,The Atlanta Falcons Football Club falsely claimed active Safe Harbor participation for nearly eight years after its certification had lapsed.,Section 5 Only,Privacy,Other,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
06.14_baker_tilly_virchow_krause_llp,C-4463,"Baker Tilly Virchow Krause, LLP",2014-06-15,2014,Obama,Privacy / Deceptive Privacy Practices,deceptive,False Safe Harbor Participation Claims,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Edith Ramirez, Chairwoman; Julie Brill; Maureen K. Ohlhausen; Joshua D. Wright; Terrell McSweeny",https://www.ftc.gov/legal-library/browse/cases-proceedings/142-3019-baker-tilly-virchow-krause-llp-matter,"06.14, Baker Tilly Virchow Krause, LLP.json",6,12,20.0,Baker Tilly continued displaying the Safe Harbor certification mark and claiming certification for over two years after its certification had lapsed.,Section 5 Only,Privacy,Financial Services,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 6}"
